=============================| Attention |===============================
  This is a prototype version only and not allowed for productive usage.
  Siemens takes no liability for damages or injuries that might result
  in improper usage.
  Please keep this prototype and all information about it confidential.
=========================================================================

*Supported Devices:
**Unknown 
 AI 8xU/I HF || OrderNumber: 6ES7 531-7NF00-0AB0 || FwVersion: V1.2
 AQ 8xU/I HS || OrderNumber: 6ES7 532-5HF00-0AB0 || FwVersion: V2.2

**Plc 
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.0
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.1
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.0
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.1
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.0
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.1
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AN01-0AB0 || FwVersion: V2.9
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.0
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.1
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.0
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.1
 CPU 1517V-1 PN  || OrderNumber: 6ES7 587-1AP00-0AB0 || FwVersion: V3.1
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V2.9
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.0
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.1

**Head 
 IM 155-6 MF HF V5.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 155-6MU00-0CN0 || GsdId: IM 155-6 MF HF V5.0	
 DQ 4x24..230VAC/2A ST V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6FD00-0BB1 || GsdId: DQ 4x24-230VAC/2A ST, QI	
 DQ 4x24VDC/2A HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF	
 DQ 4x24VDC/2A HF V1.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF, MSQ	
 DQ 4x24VDC/2A HF V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF, QI	
 DQ 4x24VDC/2A HF V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF V2.0	
 DQ 4x24VDC/2A HF V2.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF V2.0, MSQ	
 DQ 4x24VDC/2A HF V2.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: DQ 4x24VDC/2A HF V2.0 MSQ	
 DQ 4x24VDC/2A HF V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF V2.0, QI	
 DQ 4x24VDC/2A HF V2.0, S.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF V2.0, S.2	
 DQ 4x24VDC/2A HF V2.0, S.2 QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0CA0 || GsdId: DQ 4x24VDC/2A HF V2.0, S.2 QI	
 DQ 4x24VDC/2A HF, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: DQ 4x24VDC/2A HF MSQ	
 DQ 4x24VDC/2A HS V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS	
 DQ 4x24VDC/2A HS V1.0, PWM || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS PWM	
 DQ 4x24VDC/2A HS V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS, QI	
 DQ 4x24VDC/2A HS V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS V2.0	
 DQ 4x24VDC/2A HS V2.0 MCC (16 Byte) MtM || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS V2.0, MCC (16 Byte) MtM	
 DQ 4x24VDC/2A HS V2.0 MCC (6 Byte) MtM || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS V2.0, MCC (6 Byte) MtM	
 DQ 4x24VDC/2A HS V2.0 PWM || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS V2.0 PWM	
 DQ 4x24VDC/2A HS V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0DA0 || GsdId: DQ 4x24VDC/2A HS V2.0, QI	
 DQ 4x24VDC/2A ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0BA0 || GsdId: DQ 4x24VDC/2A ST	
 DQ 4x24VDC/2A ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0BA0 || GsdId: DQ 4x24VDC/2A ST V1.1	
 DQ 4x24VDC/2A ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BD20-0BA0 || GsdId: DQ 4x24VDC/2A ST V1.1, QI	
 DQ 8x24VDC/0.5A BA V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF01-0AA0 || GsdId: DQ 8x24VDC/0.5A BA V0.0	
 DQ 8x24VDC/0.5A BA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0AA0 || GsdId: DQ 8x24VDC/0.5A BA	
 DQ 8x24VDC/0.5A HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF	
 DQ 8x24VDC/0.5A HF V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V1.1	
 DQ 8x24VDC/0.5A HF V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V1.1, QI	
 DQ 8x24VDC/0.5A HF V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V1.2	
 DQ 8x24VDC/0.5A HF V1.2, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V1.2, MSQ	
 DQ 8x24VDC/0.5A HF V1.2, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: DQ 8x24VDC/0,5A HF V1.2 MSQ	
 DQ 8x24VDC/0.5A HF V1.2, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V1.2, QI	
 DQ 8x24VDC/0.5A HF V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0	
 DQ 8x24VDC/0.5A HF V2.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0, MSQ	
 DQ 8x24VDC/0.5A HF V2.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: DQ 8x24VDC/0,5A HF V2.0 MSQ	
 DQ 8x24VDC/0.5A HF V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0, QI	
 DQ 8x24VDC/0.5A HF V2.0, S.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0, S.2	
 DQ 8x24VDC/0.5A HF V2.0, S.2 QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0, S.2 QI	
 DQ 8x24VDC/0.5A HF V2.0, S.4 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0, S.4	
 DQ 8x24VDC/0.5A HF V2.0, S.4 QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0CA0 || GsdId: DQ 8x24VDC/0,5A HF V2.0, S.4 QI	
 DQ 8x24VDC/0.5A SNK BA V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF61-0AA0 || GsdId: DQ 8x24VDC/0,5A SNK V0.0	
 DQ 8x24VDC/0.5A SNK BA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF60-0AA0 || GsdId: DQ 8x24VDC/0,5A SNK	
 DQ 8x24VDC/0.5A ST V0.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF01-0BA0 || GsdId: DQ 8x24VDC/0,5A ST V0.0	
 DQ 8x24VDC/0.5A ST V0.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF01-0BA0 || GsdId: DQ 8x24VDC/0,5A ST V0.0, QI	
 DQ 8x24VDC/0.5A ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0BA0 || GsdId: DQ 8x24VDC/0,5A ST	
 DQ 8x24VDC/0.5A ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0BA0 || GsdId: DQ 8x24VDC/0,5A ST V1.1	
 DQ 8x24VDC/0.5A ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 132-6BF00-0BA0 || GsdId: DQ 8x24VDC/0,5A ST V1.1, QI	
 DQ 8x24VDC/2A 8xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 142-5AF00-0BA0 || GsdId: DO 142-5AF00-0BA0	
 DQ 8x24VDC/2A 8xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 142-5AF00-0BA0 || GsdId: DO 142-5AF00-0BA0 QI	
 DS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-xxB00-0AA0 || GsdId: 52	
 DS 0.1 - 0.4A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AA00-0CP0 || GsdId: DS 0,1 - 0,4A HF V1.2	
 DS 0.3 - 1A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AB00-0CP0 || GsdId: DS 0,3 - 1A HF	
 DS 0.3 - 1A HF 3DI/LC V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AB00-0CP0 || GsdId: DS 0,3 - 1A HF V1.1	
 DS 0.3 - 1A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AB00-0CP0 || GsdId: DS 0,3 - 1A HF V1.2	
 DS 0.9 - 3A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AC00-0CP0 || GsdId: DS 0,9 - 3A HF	
 DS 0.9 - 3A HF 3DI/LC V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AC00-0CP0 || GsdId: DS 0,9 - 3A HF V1.1	
 DS 0.9 - 3A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AC00-0CP0 || GsdId: DS 0,9 - 3A HF V1.2	
 DS 2.8 - 9A HF 3DI/LC V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AD00-0CP0 || GsdId: DS 2,8 - 9A HF	
 DS 2.8 - 9A HF 3DI/LC V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AD00-0CP0 || GsdId: DS 2,8 - 9A HF V1.1	
 DS 2.8 - 9A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AD00-0CP0 || GsdId: DS 2,8 - 9A HF V1.2	
 DS 4.0 - 12A HF 3DI/LC V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AE00-0CP0 || GsdId: DS 4,0 - 12A HF	
 DS 4.0 - 12A HF 3DI/LC V1.2 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 308-0AE00-0CP0 || GsdId: DS 4,0 - 12A HF V1.2	
 DS-x || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-xxB00-0AA1 || GsdId: 53	
 DS-x* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-xxB00-0AA1 || GsdId: 530	
 DS* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-xxB00-0AA0 || GsdId: 529	
 DS1-x || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-xxB00-0AA2 || GsdId: 54	
 DS1-x* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-xxB00-0AA2 || GsdId: 531	
 DS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB10-0AA2 || GsdId: 58	
 DS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB10-0AA3 || GsdId: 67	
 DS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB10-0AA4 || GsdId: 203	
 DS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB10-0AA2 || GsdId: 60	
 DS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB10-0AA3 || GsdId: 69	
 DS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB10-0AA4 || GsdId: 205	
 DS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB10-0AA2 || GsdId: 59	
 DS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB10-0AA3 || GsdId: 68	
 DS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB10-0AA4 || GsdId: 204	
 DS1e-x HF 4DI/BO 16A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB10-0AB4 || GsdId: 279	
 DS1e-x HF 4DI/BO 3A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB10-0AB4 || GsdId: 277	
 DS1e-x HF 4DI/BO 8A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB10-0AB4 || GsdId: 278	
 DSS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB20-0AA2 || GsdId: 61	
 DSS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB20-0AA3 || GsdId: 70	
 DSS1e-x 0.3-3A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB20-0AA4 || GsdId: 209	
 DSS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB20-0AA2 || GsdId: 63	
 DSS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB20-0AA3 || GsdId: 72	
 DSS1e-x 2.4-16A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB20-0AA4 || GsdId: 211	
 DSS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB20-0AA2 || GsdId: 62	
 DSS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB20-0AA3 || GsdId: 71	
 DSS1e-x 2.4-8A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB20-0AA4 || GsdId: 210	
 DSS1e-x HF 4DI/B 16A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0CB20-0AB4 || GsdId: 285	
 DSS1e-x HF 4DI/B 3A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0AB20-0AB4 || GsdId: 283	
 DSS1e-x HF 4DI/B 8A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 301-0BB20-0AB4 || GsdId: 284	
 Ex-AI 2xI 2-wire HART V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6TB00-0HX1 || GsdId: Ex-AI 2xI 2-wire HART	
 Ex-AI 2xI 2-wire HART V1.0, 4 tags || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6TB00-0HX1 || GsdId: Ex-AI 2xI 2-wire HART, 4 Variablen	
 Ex-AI 2xI 2-wire HART V1.0, 4 tags, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6TB00-0HX1 || GsdId: Ex-AI 2xI 2-wire HART, 4 Variablen, QI	
 Ex-AI 2xI 2-wire HART V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6TB00-0HX1 || GsdId: Ex-AI 2xI 2-wire HART, QI	
 Ex-AI 4xTC/2xRTD 2-/3-/4-wire V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6JD00-0HX1 || GsdId: Ex-AI 4xTC/2xRTD 2-/3-/4-wire	
 Ex-AI 4xTC/2xRTD 2-/3-/4-wire V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6JD00-0HX1 || GsdId: Ex-AI 4xTC/2xRTD 2-/3-/4-wire, QI	
 Ex-AI 4xTC/2xRTD 2-/3-/4-wire V1.0, REAL || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6JD00-0HX1 || GsdId: Ex-AI 4xTC/2xRTD 2-/3-/4-wire, REAL	
 Ex-AI 4xTC/2xRTD 2-/3-/4-wire V1.0, REAL, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 134-6JD00-0HX1 || GsdId: Ex-AI 4xTC/2xRTD 2-/3-/4-wire, REAL, QI	
 Ex-AQ 2xI HART V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 135-6TB00-0HX1 || GsdId: Ex-AQ 2xI HART	
 Ex-AQ 2xI HART V1.0, 4 tags || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 135-6TB00-0HX1 || GsdId: Ex-AQ 2xI HART, 4 Variablen	
 Ex-AQ 2xI HART V1.0, 4 tags, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 135-6TB00-0HX1 || GsdId: Ex-AQ 2xI HART, 4 Variablen, QI	
 Ex-AQ 2xI HART V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 135-6TB00-0HX1 || GsdId: Ex-AQ 2xI HART, QI	
 Ex-DI 4xNAMUR V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 131-6TD00-0HX1 || GsdId: Ex-DI 4xNAMUR	
 Ex-DI 4xNAMUR V1.0, CNT || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 131-6TD00-0HX1 || GsdId: Ex-DI 4xNAMUR,Count	
 Ex-DI 4xNAMUR V1.0, CNT, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 131-6TD00-0HX1 || GsdId: Ex-DI 4xNAMUR,Count QI	
 Ex-DI 4xNAMUR V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 131-6TD00-0HX1 || GsdId: Ex-DI 4xNAMUR, QI	
 Ex-DQ 2x17.4VDC/27mA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 132-6CB00-0HX1 || GsdId: Ex-DQ 2x17.4VDC/27mA	
 Ex-DQ 2x17.4VDC/27mA V1.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 132-6CB00-0HX1 || GsdId: Ex-DQ 2x17.4VDC/27mA, MSQ	
 Ex-DQ 2x17.4VDC/27mA V1.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Ex-DQ 2x17.4VDC/27mA MSQ	
 Ex-DQ 2x17.4VDC/27mA V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 132-6CB00-0HX1 || GsdId: Ex-DQ 2x17.4VDC/27mA, QI	
 Ex-DQ 2x23.1VDC/20mA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 132-6EB00-0HX1 || GsdId: Ex-DQ 2x23.1VDC/20mA	
 Ex-DQ 2x23.1VDC/20mA V1.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 132-6EB00-0HX1 || GsdId: Ex-DQ 2x23.1VDC/20mA, MSQ	
 Ex-DQ 2x23.1VDC/20mA V1.0, MSO || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: Ex-DQ 2x23.1VDC/20mA MSQ	
 Ex-DQ 2x23.1VDC/20mA V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 132-6EB00-0HX1 || GsdId: Ex-DQ 2x23.1VDC/20mA, QI	
 Ex-PM E V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6DL1 133-6PX00-0HW0 || GsdId: Ex-PM-E	
 F-AI 4xI 0(4)..20mA 2-/4-wire HF, XP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6AA00-0CA1 || GsdId: F-AI 4xI 2-/4-wire HF, XP	
 F-AI 4xU 0..10V HF, XP V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 136-6AB00-0CA1 || GsdId: F-AI 4xU 0..10V HF, XP	
 F-CM || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 903-3CA00 || GsdId: 51	
